met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11,met_12
17.63503707412918,17.117832187206265,16.056346392644162,16.23031855349069,15.91244169257881,15.856229036699537,17.382325142548925,17.247567588896185,15.636751362933515,15.386488250672903,15.427302912612287
17.68286318967994,17.166966215323974,16.148914638574315,16.277210419751533,15.680595710194428,15.917906112308469,15.844972887368888,15.629899009155649,15.700494945102356,15.653106910027986,15.606220137418974
17.654066606265395,17.167881324169798,16.111916618756155,16.177329890754315,15.83243113275631,16.336336888684073,16.621585463610554,15.697080653328946,15.783607416575403,15.454883893346516,15.695414610725352
17.62497301597078,17.197375747361836,16.151582413792067,16.097415290082267,15.768565970452078,15.813314058820971,15.536275164879987,15.5687114903509,15.513024854682792,16.337707088040727,15.684196506570187
17.652691347311027,17.136889588677096,16.01380771540304,16.164457386244703,15.767925497001514,15.762821910141026,15.475569574175404,15.60680552200629,15.570400799939533,15.707357215776566,15.747485105794516
17.64134457715992,17.149158690783032,15.95010294531031,16.188002131482108,15.752918314325548,15.74983871341629,15.48404340130691,15.68429899410663,15.829143411447626,15.862218850274653,15.697932796701702
17.659172800754057,17.179560413145744,16.103098940926554,16.161864145123815,15.868958125004351,15.852776713964808,15.603201288613242,15.658745221657618,15.462527158975167,15.575450498888507,15.906276382312049
17.688424130021474,17.258709882051466,16.117043615454392,16.135272230792356,15.751985458783421,15.78946235646731,15.580337154734853,15.578689403460466,15.673322101926141,15.512157978208158,16.161325097966962
17.664427592775848,17.13590974671846,16.035326850776098,16.322295996249796,15.710520642295439,15.820804586667576,15.811183039162458,15.728897278024437,15.52217444837952,15.498975153870683,15.620552664666821
17.639915291655477,17.12191783296425,16.05802963600997,16.122344935792523,15.789680901016528,15.845034624479446,17.22812347430514,15.620440543418873,15.657926232152727,15.428804585279005,15.674334652615803
17.6921300379297,17.207972267328635,16.12123764317468,16.169010758912307,15.823729873369178,15.727353937288644,15.576110638185508,15.615492227488023,15.659211095865983,15.45468300343546,15.71708201732767
17.655563940204914,17.151470936936725,16.120744205618998,16.210307763014832,15.814168019829905,15.780373418131735,15.551697140885356,15.626532728167989,15.457870908187003,15.668120893688434,17.18862018604029
17.658493779063296,17.155543805059356,16.09644583990576,16.120933945569107,15.79471470148886,15.858212132316954,15.691700269562029,15.632678587777848,15.788865671723501,15.50810722767835,16.53655972919566
17.661160729055574,17.15558299103105,16.07547949912293,16.271614810295397,15.774497480013991,15.791449597553134,15.493777372044972,15.566948666654495,15.618921550172264,15.610676781991744,15.557255665313246
17.633004997248552,17.18488634835093,16.098115059914903,16.142770878830103,15.87969536525332,15.81943142859878,15.638885363758853,15.578350960033557,15.655216178501055,15.521650388069622,15.630092179035607
17.66476416043681,17.15009142778614,16.1393132677678,16.257267291042396,15.840394734772739,15.783721618717767,15.618233752079796,15.607621192720902,15.513998636894124,15.533002759927061,15.586586413949032
17.62982587962299,17.127256450262948,16.140458817915412,16.156891708391466,15.836239512169406,16.238074332652907,15.574109347733057,15.570848344517099,15.421951364179415,15.801915058183658,15.720163646597996
17.62835453927318,17.143596649390552,16.095054274410362,16.1348933570751,15.886259079575494,15.794332037679418,15.65083129659303,15.652871478610574,15.635260428302267,15.393030059767934,15.549384127542965
17.636315071391817,17.224974245337794,16.08674048686708,16.188360119407736,15.81668535700489,15.92083423552973,16.098140698290347,15.58842075015669,15.87757046788583,15.671017872841887,15.628884665885218
17.649287766481116,17.137473666897172,16.009573550608344,16.238951166293038,15.71283330931458,15.793138260843953,15.611207454918688,15.521935450282104,15.591087844853249,15.474943655948111,15.55748609122766
17.615088079905494,17.21728508318664,16.05231327879369,16.090002744040945,15.81872757597777,15.827233536476953,15.447391353485049,15.940602734893616,15.653791294146338,15.612415832138065,16.022065932833932
17.650259699040124,17.19800599793923,16.085825241055172,16.26619081195731,15.810505483231502,16.070877722014764,15.581742178837931,15.968210167624338,15.537147354492303,15.443200987716462,15.456581020082725
17.62548174930227,17.1046599319371,16.030063844080203,16.17917078068081,15.878199770597906,15.825775240561851,15.663491485590992,15.619804024062944,15.556445101614619,15.555967972810622,15.54691773061653
17.637830599789616,17.17172860644579,16.059627468069824,16.199194077917834,15.77315926163406,15.777168464292066,15.68327728314216,15.67516350438215,15.75085937705871,15.6315546737325,15.508482096317058
17.668548176940927,17.20718972976536,15.996533857743342,16.201006146351222,15.729737512705547,16.128699170000868,16.618892891577758,15.816455911438315,15.594886276657489,15.607436288486106,15.59308230914678
17.647984415226308,17.163150136234346,16.161762258780136,16.159161945720562,15.82607930533562,15.812515562498449,15.574012618812175,15.726492825321092,15.78460227026566,16.450855385097427,15.688081768527166
17.67550042644914,17.211292182657058,16.114932032229408,16.195152211665334,15.932585578517974,15.865925458693972,15.484253529005915,17.15889529314935,15.5570997471911,15.379347579640049,17.20300175799639
17.66159319675967,17.18497877757727,16.120320877190633,16.221988524676632,15.86905851113555,16.583445274832883,15.717571949405325,15.686779733677058,16.10901746484979,16.240318584753684,16.23189668610873
17.686657570273862,17.20823959767919,16.080238490774196,16.151412034906844,15.738984934310126,16.021250012433153,15.931383960781542,15.645123949082985,15.441988243323213,15.521987031155348,15.66591374380618
17.68965432477536,17.186061951712535,16.136693353259453,16.163782607372323,15.833894062730916,15.867548649979412,15.531081120901522,15.919324358360932,15.637102211929502,15.449757488189478,15.783622972732502
17.609552877065738,17.154194176700834,16.056752697323695,16.165412034301212,15.811557554099123,15.915333561764902,15.627452277505254,15.564702645884429,15.565225787603392,15.539137887006518,17.08608181604225
17.657652227993335,17.19328396673641,16.03225222059294,16.12747768560534,15.845942545496133,15.824746818576898,15.770613904136832,15.54598452191303,16.10456093768659,16.258815030053576,15.625058242890416
17.663788429780404,17.18001569547537,16.02565138366056,16.118022673122432,15.801163348491512,15.918972132441,15.799955307547567,15.713586113322094,15.404026186348748,15.636843976198797,16.222427832302706
17.68874030744079,17.16794716480012,16.069967701928263,16.23369852008463,15.728830685950749,15.900152664683178,15.562746278111113,15.575187513710057,15.832494774879944,15.626691682785642,15.806274396593276
17.648560753498188,17.212484334935393,16.00847197628785,16.1172468382733,15.81425011049308,15.76094295249363,15.535958839361003,15.567765513885185,15.563839346822858,15.603296693593824,15.673326357035988
17.638846851623295,17.142954632508705,15.925730566508756,16.26385668454403,15.855099368510892,15.86651177886921,16.811602517547332,15.528662767636064,15.608751526234238,15.721148175900018,15.5620657216383
17.679989054861657,17.13468457885711,16.11177000527666,16.204315396475415,15.885046953191207,15.807730605594472,15.82095055394641,15.741606054966317,15.629870515304503,15.73917907971714,15.597920213037767
17.65002164321139,17.189213815124287,16.082159840164838,16.24725514602211,15.825216840009649,15.803850337167031,17.753933864531778,17.44142282034686,15.542674608761983,15.66054959068276,15.850197099306602
17.691208948572147,17.177330348291957,16.073555134348755,16.288563359320317,15.730785610325515,16.095388772735046,15.414360511642332,15.582891376123213,16.605391394650223,15.525168494412652,16.036917471306975
17.66986229861267,17.191026896461562,15.999112081604478,16.22344191998646,15.699757635985803,15.858713378092105,15.489613926655881,15.586027259103801,15.519000148126302,15.601082103194672,15.799570126653256
17.645688224021548,17.185242975936326,16.101849825067458,16.18069185931849,15.738365204681617,15.827538213849257,16.07738012350927,15.71975075480151,15.85075155437302,15.47892365233925,15.54873339841347
17.63672244715678,17.16176041840533,16.115549374919702,16.123954722281578,15.804074079772073,15.934619276447185,15.823890330034725,15.735752839124642,15.391473157608566,15.504809748936369,15.981967028626833
17.611315726834633,17.205933214500217,16.01231756728725,16.189357989178045,15.754507597025244,15.755752693275745,15.513908834227772,15.656922636926515,15.460289512324158,15.966921429254615,15.607345337613737
17.654706661603164,17.065861866759228,16.080307720854357,16.184989343912857,15.765662389633025,15.813876641932042,15.474220130395064,15.645704002050659,15.5683211885272,15.406004053401723,16.78886411417774
17.69014469394674,17.216490611663215,16.11572275488514,16.12309050530544,15.894588376911548,15.98282621034539,15.578105530898839,15.69781999308311,15.75354381382253,15.519707898180199,15.983879110334357
17.645236233021812,17.161953461652534,16.115086592489668,16.11790101456013,15.862528004768697,16.27930181201717,16.09720370747962,15.59125598395231,15.666785967749858,15.520768212064842,15.504748721025852
17.68924104059218,17.130470547230978,16.021301200539426,16.236938164600428,15.63374249406603,15.746667693409307,15.513871693490527,15.693298942729866,15.55481068491457,15.739905562479445,15.634117576359085
17.692923723335756,17.143362659842154,16.03402509613369,16.230035064586033,15.907741568034378,15.930601518413859,15.605517345222475,15.768519300269945,15.571462268251896,16.79174312644738,15.717999050416791
17.56610346205263,17.16688422081362,15.999954455060275,16.1036961549919,15.965884004895115,15.961416439648128,15.433958695872244,15.859681543607303,17.10499130765267,15.679708794387201,15.677915974769496
17.59937129729345,17.194382216867155,16.146788030059835,16.139907103654345,15.877321243778272,15.753820473490087,15.602881132287827,15.749333977191599,15.577858071862325,15.427782180127478,15.606064963918412
17.675436596973224,17.155631263771255,16.1113951221602,16.197925533719285,15.6720439335797,15.81392283194998,15.581359100466733,16.785496070114657,15.67576911273361,16.258095736353432,15.603180272221524
17.62435453744894,17.16141076774153,16.061533841354546,16.306843130438857,15.835556132973347,15.8780042659837,15.684275583694616,15.601204043454953,15.455540843284938,15.670847143997824,15.707119241380557
