met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11,met_12
16.370880747828902,15.77690666063133,15.06543113219949,15.114358531038866,15.129286876609536,14.968359232859047,18.136913226665524,17.512098168934774,15.264502397324279,14.86741125981592,14.873904929409036
16.432597910277064,15.804416193670507,15.056758345755398,15.212611324411176,14.864239399294497,15.144578459851855,15.43850754357836,14.85987508634335,15.103710953784551,15.03792691133149,14.974315021441953
16.403604061147142,15.807444155869556,15.053150889839442,15.172806305654843,15.003935739097145,15.789722514958497,17.07746123445497,14.896675085934358,15.410242360483572,14.985645321325029,15.112990753356376
16.422325118089756,15.84360013049616,15.048411484910122,15.030617460462345,14.955610641493417,14.944833557080463,14.870974505542527,14.938208884733005,14.979514148106478,16.407938066825302,15.089411704529578
16.39714281439791,15.803707397543409,14.889741399583729,15.095331477882086,14.929737538853333,14.83869953369965,14.68030794489149,14.770377668659401,14.935128563301095,15.181369466137946,15.29059572912161
16.387380695311162,15.782580709414598,14.850283930633061,15.235464752471753,14.919900671249392,14.899843916731669,14.745378632209047,14.948123761814688,15.354607449963972,15.587995375888667,15.182973318709626
16.434166683949037,15.81190561754898,14.976010642527434,15.132733354392695,15.093799871612081,14.974607886057633,14.85097316805925,14.79352924250034,14.889534112324233,14.9520067519543,15.404794955280755
16.45244466652086,15.924600159297714,15.035324924766764,15.078176175482948,14.905704582855284,14.910420908616585,15.054477751173474,14.912741964774636,15.06408667613727,15.035238512671635,16.005384865221252
16.431237510038105,15.758386532136461,14.927885715808795,15.242573313662042,14.92661452428725,14.819826248670578,15.184492873425631,15.003956024582996,14.91841971413147,14.889027292123332,15.087774000281238
16.43787009914217,15.754017712722131,14.991183304458959,15.11374969912784,14.997462606335688,14.990813789075771,18.11451376992438,14.890087915246994,15.052824682574641,14.861193283980072,15.040924825856532
16.46020591248568,15.842341271035444,15.04356591832463,15.133558987531819,14.955251019208479,14.807049079837464,14.847003776576155,14.91001955102247,15.18061961662069,14.929559735157554,15.115725609609408
16.415374280029642,15.80915294889471,14.976388879668795,15.159360602889658,15.028163581226824,14.832878747391016,14.832886119018962,14.836742834098027,14.99006759726356,15.045764839564855,17.583855817364046
16.412879252708617,15.777144210175834,14.973617268464277,15.135855776010759,14.961588943817649,14.909655225266626,15.087352734491706,14.87222641971852,15.401524061012593,15.035424020313346,16.624888570622126
