met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11,met_12
2.8738685672608835,2.5908291439530244,2.197227854875138,2.167051540810512,2.3544892472584076,1.829683342871116,1.282102597637804,1.2058859152438979,1.8604189496739962,1.8908537665040976,1.8953425720867632
2.884845880317906,2.599411442589546,2.1788711331821187,2.250405238036008,2.2369051370734145,1.8524084365604339,1.7122799566947844,1.9178849182488074,1.8551044413312332,1.9098059361090478,1.9482906312064259
2.9025870742358815,2.612269701866784,2.1373322286877867,2.219891969545913,2.2140820029700694,1.5886217034928176,1.5376305148439284,1.7739632942493417,1.772006118559569,1.9466231426779743,1.9383750230059547
2.9186261787166705,2.6269423938983283,2.121911406696531,2.0548694408855708,2.292135740669762,1.9388817968776864,1.9094907867479984,1.8426533685043494,1.8808134770203548,1.5337208598961345,1.991139915310547
2.914339145791171,2.6453559479767206,2.115501356048587,2.207288759823128,2.2223230434619,1.8668740015562477,1.8409575994044438,1.8289125719259107,1.887575930597654,1.9256688122652452,1.8487922237102727
2.892810889653469,2.6270341855806323,2.0706431818441096,2.303404617709472,2.3051730556074967,1.9354133691455986,1.8478488381736338,1.8424174863406164,1.7175089559853645,1.7689428299344292,2.11659334340236
2.9104361071727016,2.6223903374685076,2.1063196200486862,2.1861280527318305,2.2623191876227513,1.8934762737120174,1.9080287094493498,1.8764391918515828,1.9170067637009343,1.8803590592340218,1.834481368910991
2.8882964496238492,2.6793766447993494,2.209289704043467,2.1732490047121007,2.1396790660999394,1.925127839091263,1.8460438253798368,1.7974839280402726,1.6959051125783966,1.856418525038602,1.7464629533478142
2.918367185834283,2.571110085703347,2.0604786235536285,2.2825721273704294,2.247266885060334,1.8665427499983775,1.6231542135865598,1.9501771915674377,1.9444234122356747,1.9686518085676268,1.9865459189012014
2.901571509701004,2.6310647569320325,2.170186778652857,2.20510673513324,2.3595014973304136,1.9217763078414531,1.398479483910512,1.9408932569149429,1.9785965768508889,1.9343740219091459,1.990356634331511
2.8905054170787055,2.6608946305468946,2.0977330941127343,2.2289239710442255,2.2808254495352838,1.8677259809179354,1.8786127061450588,1.847825395348822,1.7390655272010607,1.954865801715726,1.892796003430611
2.8531160588040816,2.598766014752664,2.050907831981358,2.2129890079387606,2.3346655386779864,1.792448376913334,1.884778934136921,1.9139956003746055,1.858304238867783,1.8291004568265892,1.4330477209270442
2.8799700742375105,2.6345392238143446,2.1709671663721686,2.308798358926067,2.165030460139894,1.871530519376849,1.8061619639275945,1.900167667983988,1.77854682385845,1.8866487457162386,1.4725148255287732
2.875400753345674,2.626807826562911,2.076743961485302,2.2830276405392618,2.3881744525172146,1.8376588991578637,1.843319244370897,1.9387591033611373,2.001817327330182,1.8261209216925125,1.885445255151684
2.898796404809563,2.6272589043745915,2.0946784442911928,2.1513113139192104,2.418275438983635,1.869224786370869,1.836496384465006,1.9931474919870893,1.8422471317706228,1.9958154104272616,1.9466981820045373
