met_2,met_3,met_4,met_5,met_6,met_7,met_8,met_9,met_10,met_11,met_12
2.4974618539403703,2.414189087243226,1.9504108165176486,1.926107504988647,2.001015493298647,2.692027283701039,0.4500919013598955,0.7379653345409876,2.5611126460354328,2.7288509209938607,2.5510914888905565
2.4647868857169564,2.410943640168722,2.020285889153943,1.9900086274140842,1.953765193633834,2.642535540804894,2.0680156274062256,2.768067960011625,2.5815592078961695,2.7374860062657516,2.793430702219407
2.499753646088107,2.3954220477103956,1.930870936835831,1.9945994282806185,1.8912354676968366,2.137097008895465,1.3992518453936844,2.5343053799892523,2.408304969283632,2.7167398091916444,2.737235427297936
2.453267971647624,2.40561309160289,1.966274269846653,1.9749049057263692,1.9779756797129189,2.8540601656118594,2.633084391927166,2.515526224938995,2.7621464383580148,1.6405180312105516,2.850241693923921
2.456351669356076,2.3417578293440666,1.9168358937773609,1.9337286124121307,1.9553833220476164,2.777158260623264,2.5747846709270537,2.655421414031577,2.6460402371913725,2.767523294249484,2.6160803161352626
2.41149878185573,2.4822382119426303,1.850230347106859,2.1082687426869575,1.902493921742536,2.7774591450212194,2.5475398723006757,2.65499503404441,2.5023270488369205,2.333447384109638,3.0883643324815173
2.373813803866229,2.308141853348107,1.7816936472706606,2.1487092100124636,2.0701484181092473,2.792627124754519,2.7065609052026645,2.696846910163716,2.721812435804322,2.6824339765964953,2.56373380341939
2.4812905671399874,2.4244205368772747,2.02452165340947,1.9532822350823469,1.9769813475908222,2.8382581235380715,2.580155398227048,2.4968119928733197,2.5728843811035857,2.5300983772356593,1.990620115088072
2.465030531674491,2.385106132206063,1.8839711842402165,2.066365332869695,1.8944833362588394,2.6726323567447654,2.1019691662154387,2.692618424378935,2.9186732150890964,1.7877502629917168,2.7723415028984424
2.517904868314384,2.3598055585865745,1.9338415359959886,1.913584281518416,1.8523220846903246,2.8038554485505425,0.6270364088770644,2.6829405812625606,2.777559716792081,2.5097190911246594,2.8000997770777505
2.5050639839632365,2.3723405192503524,1.9433909589176457,1.9956753792369806,1.9822523050945628,2.7410228834318593,2.6264695069993307,2.4261554417418547,2.4762710457135126,2.7963219577688516,2.7006664824721183
2.515185975223266,2.303134307767469,1.8543573183331405,1.998638859627883,1.9481382294929028,2.831632471901432,2.58455530453752,2.6866659395011623,2.6355730445096115,2.744261462787409,0.791123300633057
2.5076255354734656,2.349154491983316,1.9897255652977786,1.8810191436693542,1.9440404431920653,2.7300686610732114,2.410078211209081,2.5287336963016287,2.435838999232591,2.9328914070627694,1.645847893442492
2.4282724392916255,2.313852624761437,1.8290797802715901,1.9764616571628486,2.0770378827191323,2.554444839013006,2.5184537164928336,2.689318865566172,2.837505451018764,2.8532472434592644,2.8180544381557353
